concept,prefLabel,definition,broader
http://www.w3id.org/archlink/terms/conservationthesaurus/F5GA47,Lärchenholz,"Holz von der Lärche, mit gelblichweißer bis rötlichweißer Färbung des Splintholzes und rötlichbraun bis dunkelrotbraun nachdunkelndem Kernholz. Die Textur des Holzes zeigt eine auffallende und sehr dekorative Maßerung sowie eine dichte und feste Struktur. Lärchenholz besitzt eine hohe Widerstandsfähigkeit gegenüber Witterungseinflüssen und eine gute manuelle und maschinelle Verarbeitbarkeit, was es besonders für die Verwendung im Außenbereich als Fensterrahmen, Türen aber auch für den Brückenbau oder für Schwellen, Fässer und Paneelen geeignet macht.",http://www.w3id.org/archlink/terms/conservationthesaurus/FC3FD6
http://www.w3id.org/archlink/terms/conservationthesaurus/FCA7DA,Tannenholz,"Holz aus der Tanne, mit heller, oft weißlich-gelber bis rötlichweißer Färbung und grauem Schimmer. Es besitzt eine relativ gleichmäßige Textug und zeigt eine dezente, weniger markante Maserung im Vergleich zu anderen Hölzern. Das Holz ist verhältnismäßig leicht, harzarm und zeichnet sich durch eine moderate Festigkeit sowie eine mäßige Widerstandsfähigkeit gegenüber Witterungseinflüssen aus. Es eignet sich gut für die Verarbeitung mit Hand- und Maschinenwerkzeugen. Aufgrund dieser Eigenschaften wird es hauptsächlich für den Innenbau, für Möbel, Holzverkleidungen oder Behältnisse verwendet.",http://www.w3id.org/archlink/terms/conservationthesaurus/FC3FD6
http://www.w3id.org/archlink/terms/conservationthesaurus/B7DD6B,Laubholz,"Von Bäumen der botanischen Gruppe der Dikotyledonen (Laubbäume) gewonnenes Holz, mit artspezifischen Ausprägungen des Zellbaues aus Gefäßen, Libriformfasern, Tracheiden und Parenchymzellen.",http://www.w3id.org/archlink/terms/conservationthesaurus/DFG875
http://www.w3id.org/archlink/terms/conservationthesaurus/D39191,ringporiges Laubholz,"Laubholz, das große Tracheen/Gefäße im Frühholz und deutlich kleinere im Spätholz ausbildet. Im Querschnitt von ringporigem Laubholz sind deutlich ringförmige Strukturen sichtbar",http://www.w3id.org/archlink/terms/conservationthesaurus/B7DD6B
http://www.w3id.org/archlink/terms/conservationthesaurus/FG3BCD,Eichenholz,"Holz aus Eichenbäumen. Das Holz der verschiedenen Eichenbäumen ist im allgemeinen als starkes und strapazierfähiges Holz zu beschreiben, welches eine üblicherweise hellbraune bis gelblich-braun/rötliche Färbung aufweist. Die Maserung verläuft häufig in markanten, wellenförmigen/gespiegelten Formen. Die mechanische Bearbeitbarkeit hängt im Detail von der jeweiligen Eichenart ab, ist insgesamt jedoch als gut zu beschreiben.",http://www.w3id.org/archlink/terms/conservationthesaurus/D39191
http://www.w3id.org/archlink/terms/conservationthesaurus/DBG8AD,Eschenholz,"Holz der Esche. Das Holz zeigt eine gelblich-weiße bis rötliche Färbung auf, die im Laufe der Zeit hellbraun nachdunkeln kann. Zum Teil zeigen sich auch unregelmäßig gestreifte oder wolkige Färbungen, mit nicht immer deutlichen Splint- und Kernholzgrenzen. Es ist ein relativ weiches Holz, mit jedoch guter Festigkeit und Biegsamkeit, welches sich sowohl manuell als auch maschinell gut bearbeiten lässt",http://www.w3id.org/archlink/terms/conservationthesaurus/D39191
http://www.w3id.org/archlink/terms/conservationthesaurus/G2C131,Ulmenholz,"Holz der Ulme. Ulmenholz zeichnet sich durch eine charakteristische Farbpalette aus, die von gelblich-braun bis dunkelbraun reicht, oft mit einem rötlichen Schimmer. Die Maserung ist häufig markant und wellenförmig, gelegentlich mit unregelmäßigen Streifen. Splint- und Kernholz sind meist deutlich voneinander abgegrenzt, wobei das Kernholz härter und widerstandsfähiger ist. Es handelt sich um ein mittelschweres bis schweres Holz, das eine gute Elastizität und Zähigkeit aufweist. Die Bearbeitbarkeit ist insgesamt gut, sowohl von Hand als auch maschinell.",http://www.w3id.org/archlink/terms/conservationthesaurus/D39191
http://www.w3id.org/archlink/terms/conservationthesaurus/DAA3F9,zerstreutporiges Laubholz,"Laubholz, bei dem die Gefäße/Tracheen gleichmäßig und ohne klare Anordnung über einen gesamten Jahrring verteilt im Holz vorkommen. Anders als bei ringporigen Hölzern, bei denen große Gefäße im Frühholz und kleinere im Spätholz auftreten, gibt es bei zerstreutporigen Hölzern keinen großen Unterschied in der Größe oder Verteilung der Gefäße zwischen Früh- und Spätholz.",http://www.w3id.org/archlink/terms/conservationthesaurus/B7DD6B
http://www.w3id.org/archlink/terms/conservationthesaurus/CAD229,Ahornholz,"Holz des Ahornbaumes. Ahornholz ist ein schweres, hartes Holz, das eine helle, weiß bis gelbliche, im frisch geschlagenen Zustand auch rötliche Färbung sowie eine feine, gleichmäßige Maserung aufweist. Es zeigt eine glatte und feinporige Textur, hohe Elastizität und Biegefestigkeit sowie gute Bearbeitbarkeit mit verschiedenen Werkzeugen.",http://www.w3id.org/archlink/terms/conservationthesaurus/DAA3F9
http://www.w3id.org/archlink/terms/conservationthesaurus/BGG879,Birkenholz,"Holz aus der Birke. Birkenholz ist ein gelblichweißes, rötlichweißes bis hellbräunliches, mittelschweres Holz mit einer feinen Maserung. Es zeigt eine gute Elatizität und Zähigkeit und lässt sich gut manuell und maschinell mit verschiedenen Werkzeugen bearbeiten.",http://www.w3id.org/archlink/terms/conservationthesaurus/DAA3F9
http://www.w3id.org/archlink/terms/conservationthesaurus/B93452,Buchenholz,,http://www.w3id.org/archlink/terms/conservationthesaurus/DAA3F9
http://www.w3id.org/archlink/terms/conservationthesaurus/FA1B26,Buchsbaumholz,"Holz des immergrünen Buxbaumes mit charakteristisch gelblich- weißer bis hellbrauner Färbung. Aufgrund der außergewöhnlichen Härte, hohen Dichte sowie feinen, homogenen Textur mit glatter Oberfläche traditionell unter  anderem verwendet für technische und wissenschaftliche Geräte, Maschinen- und Musikinstrumente sowie Drechslerarbeiten.",http://www.w3id.org/archlink/terms/conservationthesaurus/DAA3F9
http://www.w3id.org/archlink/terms/conservationthesaurus/F1BD88,Erlenholz,"Holz der Erlen. Das leichte bis mittelschwere Holz zeigt direkt nach dem Fällen eine rötlich- orange Färbung, die durch die Oxidation mit Luftsauerstoff allmählich rötlichweiß bis rötlichbraun nachdunkelt. Die Maserung ist fein und schlicht und das Holz von geringer Härte, wodurch es mit allen Werkzeugen gut bearbeitbar ist.",http://www.w3id.org/archlink/terms/conservationthesaurus/DAA3F9
http://www.w3id.org/archlink/terms/conservationthesaurus/GAG81G,Haselholz,,http://www.w3id.org/archlink/terms/conservationthesaurus/DAA3F9
http://www.w3id.org/archlink/terms/conservationthesaurus/B44F39,Lindenholz,"Holz der Linde, mit einer hellen, weißlich, gelblichen bis rötlichen Färbung, mit unter auch leicht bräunlich oder grünlich gestreift oder gefleckt. Das weiche Holz lässt sich besonders gut schnitzen und drechseln und wird daher häufig für die Bildhauerei sowie für Schnitz- und Drechselarbeiten im Modellbau verwendet.",http://www.w3id.org/archlink/terms/conservationthesaurus/DAA3F9
http://www.w3id.org/archlink/terms/conservationthesaurus/ABBFB5,Obstholz,,http://www.w3id.org/archlink/terms/conservationthesaurus/DAA3F9
http://www.w3id.org/archlink/terms/conservationthesaurus/B5C86F,Pappelholz,"Holz der Pappel, mit weißlich, gelblich bis hell-grün-bräunlicher Färbung, in Marknähe auch rötlich. Pappelholz ist ein sehr leichtes und weiches Holz, das sich gut mit verschiedenen Werkzeugen bearbeiten lässt. Bei Pappelholz ist es dabei besonders wichtig scharf geschliffene Werkzeuge zu verwenden, da die Oberfläche durch Reaktionsholzbildung oft filzig und rauh erscheinen kann. Aufgrund seiner geringen Festigkeit und der mittelmäßigen Dauerhaftigkeit/Witterungsbeständigkeit wird Pappelholz vor allem als Funierholz für Sperrholzprodukte oder als Konstruktionsholz geringer bis mittlerer Belastung im Innenbereich verwendet.",http://www.w3id.org/archlink/terms/conservationthesaurus/DAA3F9
http://www.w3id.org/archlink/terms/conservationthesaurus/GG1CG9,Weidenholz,,http://www.w3id.org/archlink/terms/conservationthesaurus/DAA3F9
http://www.w3id.org/archlink/terms/conservationthesaurus/G76A78,Kaustobiolith,"Überbegriff für verfestigten Anreicherungen von organischen Kohlenstoffverbindungen (oder reinem Kohlenstoff) aus Überresten von Pflanzen und Tieren. Sie entstehen durch Umwandlung der organischen Materialien unter hohem Druck und Temperatur über geologische Zeiträume hinweg. Teilweise werden die Kaustobiolithe aufgrund ihrer Entstehungsart auch den sedimentären Gesteinen zugeordnet. Eine besondere Eigenschaft der Kaustobiolithe, die sie von den meisten ""klassischen"" Gesteinen unterscheidet, ist ihre Brennbarkeit.",http://www.w3id.org/archlink/terms/conservationthesaurus/CD3341
http://www.w3id.org/archlink/terms/conservationthesaurus/AAG733,Sapropelit,"aus verfestigten Faulschlämmen bestehende Biomineralien. Ihre Entstehung erfolgt unter natürlichen Bedingungen in ehemals nährstoffreichen Gewässern und Sümpfen, wobei organisches Material bei Abwesenheit von Sauerstoff biochemisch umgewandelt wird.",http://www.w3id.org/archlink/terms/conservationthesaurus/G76A78
http://www.w3id.org/archlink/terms/conservationthesaurus/A5B5B2,Gagat,"aus in Faulschlamm eingebetteten Hölzern entstandene besonders dichte und homogene Kohleart. Die Farbigkeit ist in der Regel von einem tiefen, samtigen schwarz, die Oberfläche glänzend und gut polierbar.",http://www.w3id.org/archlink/terms/conservationthesaurus/G76A78
http://www.w3id.org/archlink/terms/conservationthesaurus/D467F2,Pech,"zähflüssiges bis festes, harzbasiertes Material von braun bis schwarzer Färbung, das durch Destillation von Holz oder fossilen Harzen gewonnen wird. Es wurde in der Antike häufig als Dichtmittel, Klebstoff oder Beschichtungsmaterial verwendet, beispielsweise für Gefäße, Werkzeuge oder Schiffsplanken. Aufgrund seiner organischen Zusammensetzung liefert Pech wichtige Informationen über die damaligen Rohstoffquellen und Techniken, wobei seine Erhaltung und Analyse besondere konservatorische Maßnahmen erfordert.",http://www.w3id.org/archlink/terms/conservationthesaurus/G76A78
http://www.w3id.org/archlink/terms/conservationthesaurus/A4A374,Kohle,,http://www.w3id.org/archlink/terms/conservationthesaurus/G76A78
http://www.w3id.org/archlink/terms/conservationthesaurus/GB6DF3,silikatisches Material,"Oberbegriff für eine Vielzahl von nichtmetallischen, anorganischen Werkstoffen, die aus Silikaten bestehen oder aus diesen gewonnen werden.",http://www.w3id.org/archlink/terms/conservationthesaurus/B51DAF
http://www.w3id.org/archlink/terms/conservationthesaurus/A11ACA,Keramik,"anorganischer, nicht-metallischer, durch das Brennen von Ton hergestelltes Material. Ton stellt einen weit verbreiteten Werkstoff da, der im feuchten Zustand gut plastisch formbar ist und sich beim Brennen zur mehr oder weniger festen Keramik umwandelt. Ton besteht aus verschiedenen Tonmineralen (z.B. Kaolinit, Montmorillonit und Illit), Zuschlagstoffen - sog. Magerungsmitteln - wie Sand, Kalk, Ziegelmehl, Stroh, Häcksel, Tierhaare, Knochenasche oder Muscheln und Wasser. Objekte aus Keramik wurden bereits vor tausenden von Jahren von vielen Kulturen für verschiedenste Verwendungszwecke angefertigt.",http://www.w3id.org/archlink/terms/conservationthesaurus/GB6DF3
http://www.w3id.org/archlink/terms/conservationthesaurus/FC776B,Grobkeramik,"keramische Erzeugnisse mit einer grobkörnigen, oft porösen Scherbenstruktur, die durch die Verwendung von Ton mit sichtbaren Mineral- oder Magerungsbestandteilen entsteht.",http://www.w3id.org/archlink/terms/conservationthesaurus/A11ACA
http://www.w3id.org/archlink/terms/conservationthesaurus/DG279C,Feinkeramik,"keramische Erzeugnisse mit einer dichten und feinen Scherbenstruktur, die in der Regel durch die Verwendung fein aufbereiteter und gemahlener Tone erzielt wird.",http://www.w3id.org/archlink/terms/conservationthesaurus/A11ACA
http://www.w3id.org/archlink/terms/conservationthesaurus/CB19D3,Irdenware,"keramische Materialgruppe mit porösen, meist erdfarbenen Scherben, die bei vergleichsweise niedrigen Temperaturen (ca. 600- 1100°C) gebrannt wird. Aufgrund der niedrigen Brenntemperatur und der daraus resultierenden Offenporigkeit, zeigt Irdenware eine relativ hohe Wasseraufnahmefähigkeit. Aus diesem Grund wird sie häufig mit Engoben oder Glasuren versehen, um die Oberfläche zu verdichten und die Verwendungseigenschaften zu verbessern. Irdenware umfasst verschiedene Keramikwaren wie Terrakotta, Fayence oder Majolika.",http://www.w3id.org/archlink/terms/conservationthesaurus/DG279C
http://www.w3id.org/archlink/terms/conservationthesaurus/CG154B,Steingut,,http://www.w3id.org/archlink/terms/conservationthesaurus/DG279C
http://www.w3id.org/archlink/terms/conservationthesaurus/A38966,Steinzeug,,http://www.w3id.org/archlink/terms/conservationthesaurus/DG279C
http://www.w3id.org/archlink/terms/conservationthesaurus/CF41GC,Porzellan,,http://www.w3id.org/archlink/terms/conservationthesaurus/DG279C
http://www.w3id.org/archlink/terms/conservationthesaurus/DA2D73,Glas,"anorganischer, amorpher Feststoff, der durch schnelles Abkühlen einer Schmelze ohne Kristallisation erzeugt wird. Gläser bestehen in der Regel aus Glasbildner (Quarzsand (SIO2)), Flussmittel (z.B. Soda (NA2O) oder Pottasche (K2O)) und Stabilisatoren (z.B. Calciumoxid (CaO) oder Calciumcarbonat (CaCO3)).",http://www.w3id.org/archlink/terms/conservationthesaurus/GB6DF3
http://www.w3id.org/archlink/terms/conservationthesaurus/F1BA31,Biomineral,"Überbegriff für mineralisches Material, das von lebenden Organismen gebildet wird.  Aus chemischer Sicht handelt es sich dabei um anorganische Substanzen und Kristallstrukturen wir Kalziumkarbonat, Kalziumphosphat oder Siliziumdioxid. Diese werden von lebenden Organismen in biologischen Prozessen synthetisiert und in ihr Gewebe eingebaut. Dabei erfüllen die Biominerale spezifische Funktionen, wie den Schutz oder die Stabilität der Gewebestrukturen. Obwohl sie biologischen Ursprungs sind, werden Biominerale aufgrund ihrer chemischen Zusammensetzung und ihrer Eigenschaften den silikatischen bzw. mineralischen Materialien zugeorndet.",http://www.w3id.org/archlink/terms/conservationthesaurus/GB6DF3
http://www.w3id.org/archlink/terms/conservationthesaurus/B626A3,Bein,,http://www.w3id.org/archlink/terms/conservationthesaurus/F1BA31
http://www.w3id.org/archlink/terms/conservationthesaurus/BBC26F,Horn,"Werkstoff aus hauptsächlich tierischem Keratin. Im engeren Sinne wird mit dem Begriff hauptsächlich das Tierhorn, in Form der spitz zulaufenden Hornzapfen auf dem Schädel mancher Säugetiere, gemeint, wobei unter Umständen auch anderer aus Keratin tierischen Ursprungs bestehende Materialien (tierische Klauen, Hufe, Schnäbel, Schuppen, etc.) damit bezeichnet werden. Typische Hornträger sind Rinder, Schafen und Ziegen. Je nach Tier, Rasse und/oder Herkunft zeigt Horn eine unterschiedliche Färbung, Transparenz und Größe. Aufgrund seiner guten Bearbeitbarkeit und ästhetischen Erscheinungsbild wird Horn bereits seit der Antike für vielerlei Gegenstände verarbeitet (u.A. Kämme, Messerhefte, Löffel, Figuren, Perlen, Knöpfe, Armreife, etc.)",http://www.w3id.org/archlink/terms/conservationthesaurus/F1BA31
http://www.w3id.org/archlink/terms/conservationthesaurus/B69F1G,Schildpatt,"Werkstoff in Form von Hornplatten aus dem Panzer von Schildkröten. Je nachdem ob das Schildpatt aus dem Rückenpanzer oder dem Bauchpanzer gewonnen wurde, ergeben sich unterschiedliche Farbgestaltung. Eine gelbe, rötliche bis rotbraune, gefalmmte Zeichnung auf grünlichem bis schwarzbräunlichem Grund zeugt von der Herkunft aus dem Rückenpanzer, während eine dunkle Zeichnung auf gelben Grund aus dem Bauchpanzer stammt. Im Gegensatz zu Horn ist Schildpatt von geringerer Dichte und Lichtbrechung, größerer Sprödigkeit und es fehlt die typische faserige Struktur, wie sie im Horn zu finden ist.",http://www.w3id.org/archlink/terms/conservationthesaurus/F1BA31
